Time,RtAeroFxh,B1Azimuth,B2Azimuth,B3Azimuth,AB1N001Fx,AB1N002Fx,AB1N003Fx,AB1N004Fx,AB1N005Fx,AB1N006Fx,AB1N007Fx,AB1N008Fx,AB1N009Fx,AB1N010Fx,AB1N011Fx,AB1N012Fx,AB1N013Fx,AB1N014Fx,AB1N015Fx,AB1N016Fx,AB1N017Fx,AB1N018Fx,AB1N019Fx,AB1N001Fy,AB1N002Fy,AB1N003Fy,AB1N004Fy,AB1N005Fy,AB1N006Fy,AB1N007Fy,AB1N008Fy,AB1N009Fy,AB1N010Fy,AB1N011Fy,AB1N012Fy,AB1N013Fy,AB1N014Fy,AB1N015Fy,AB1N016Fy,AB1N017Fy,AB1N018Fy,AB1N019Fy,AB1N001Vx,AB1N002Vx,AB1N003Vx,AB1N004Vx,AB1N005Vx,AB1N006Vx,AB1N007Vx,AB1N008Vx,AB1N009Vx,AB1N010Vx,AB1N011Vx,AB1N012Vx,AB1N013Vx,AB1N014Vx,AB1N015Vx,AB1N016Vx,AB1N017Vx,AB1N018Vx,AB1N019Vx,AB1N001Vy,AB1N002Vy,AB1N003Vy,AB1N004Vy,AB1N005Vy,AB1N006Vy,AB1N007Vy,AB1N008Vy,AB1N009Vy,AB1N010Vy,AB1N011Vy,AB1N012Vy,AB1N013Vy,AB1N014Vy,AB1N015Vy,AB1N016Vy,AB1N017Vy,AB1N018Vy,AB1N019Vy,AB1N001Vindx,AB1N002Vindx,AB1N003Vindx,AB1N004Vindx,AB1N005Vindx,AB1N006Vindx,AB1N007Vindx,AB1N008Vindx,AB1N009Vindx,AB1N010Vindx,AB1N011Vindx,AB1N012Vindx,AB1N013Vindx,AB1N014Vindx,AB1N015Vindx,AB1N016Vindx,AB1N017Vindx,AB1N018Vindx,AB1N019Vindx,AB1N001Vindy,AB1N002Vindy,AB1N003Vindy,AB1N004Vindy,AB1N005Vindy,AB1N006Vindy,AB1N007Vindy,AB1N008Vindy,AB1N009Vindy,AB1N010Vindy,AB1N011Vindy,AB1N012Vindy,AB1N013Vindy,AB1N014Vindy,AB1N015Vindy,AB1N016Vindy,AB1N017Vindy,AB1N018Vindy,AB1N019Vindy,AB1N001Alpha,AB1N002Alpha,AB1N003Alpha,AB1N004Alpha,AB1N005Alpha,AB1N006Alpha,AB1N007Alpha,AB1N008Alpha,AB1N009Alpha,AB1N010Alpha,AB1N011Alpha,AB1N012Alpha,AB1N013Alpha,AB1N014Alpha,AB1N015Alpha,AB1N016Alpha,AB1N017Alpha,AB1N018Alpha,AB1N019Alpha,AB1N001Theta,AB1N002Theta,AB1N003Theta,AB1N004Theta,AB1N005Theta,AB1N006Theta,AB1N007Theta,AB1N008Theta,AB1N009Theta,AB1N010Theta,AB1N011Theta,AB1N012Theta,AB1N013Theta,AB1N014Theta,AB1N015Theta,AB1N016Theta,AB1N017Theta,AB1N018Theta,AB1N019Theta,AB1N001Phi,AB1N002Phi,AB1N003Phi,AB1N004Phi,AB1N005Phi,AB1N006Phi,AB1N007Phi,AB1N008Phi,AB1N009Phi,AB1N010Phi,AB1N011Phi,AB1N012Phi,AB1N013Phi,AB1N014Phi,AB1N015Phi,AB1N016Phi,AB1N017Phi,AB1N018Phi,AB1N019Phi,AB1N001Cl,AB1N002Cl,AB1N003Cl,AB1N004Cl,AB1N005Cl,AB1N006Cl,AB1N007Cl,AB1N008Cl,AB1N009Cl,AB1N010Cl,AB1N011Cl,AB1N012Cl,AB1N013Cl,AB1N014Cl,AB1N015Cl,AB1N016Cl,AB1N017Cl,AB1N018Cl,AB1N019Cl,AB1N001Cd,AB1N002Cd,AB1N003Cd,AB1N004Cd,AB1N005Cd,AB1N006Cd,AB1N007Cd,AB1N008Cd,AB1N009Cd,AB1N010Cd,AB1N011Cd,AB1N012Cd,AB1N013Cd,AB1N014Cd,AB1N015Cd,AB1N016Cd,AB1N017Cd,AB1N018Cd,AB1N019Cd,AB1N001Cm,AB1N002Cm,AB1N003Cm,AB1N004Cm,AB1N005Cm,AB1N006Cm,AB1N007Cm,AB1N008Cm,AB1N009Cm,AB1N010Cm,AB1N011Cm,AB1N012Cm,AB1N013Cm,AB1N014Cm,AB1N015Cm,AB1N016Cm,AB1N017Cm,AB1N018Cm,AB1N019Cm,AB1N001Cn,AB1N002Cn,AB1N003Cn,AB1N004Cn,AB1N005Cn,AB1N006Cn,AB1N007Cn,AB1N008Cn,AB1N009Cn,AB1N010Cn,AB1N011Cn,AB1N012Cn,AB1N013Cn,AB1N014Cn,AB1N015Cn,AB1N016Cn,AB1N017Cn,AB1N018Cn,AB1N019Cn,AB1N001Ct,AB1N002Ct,AB1N003Ct,AB1N004Ct,AB1N005Ct,AB1N006Ct,AB1N007Ct,AB1N008Ct,AB1N009Ct,AB1N010Ct,AB1N011Ct,AB1N012Ct,AB1N013Ct,AB1N014Ct,AB1N015Ct,AB1N016Ct,AB1N017Ct,AB1N018Ct,AB1N019Ct
(s),(N),(deg),(deg),(deg),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(N/m),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(m/s),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(deg),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-),(-)
0,6.21E+05,0.00E+00,1.20E+02,-1.20E+02,8.43E+01,9.87E+01,1.29E+02,1.19E+02,1.12E+03,1.61E+03,1.92E+03,2.30E+03,2.87E+03,3.35E+03,4.00E+03,4.61E+03,4.92E+03,5.45E+03,5.98E+03,6.41E+03,6.58E+03,5.28E+03,5.45E+03,-1.52E+01,-3.39E+01,-8.66E+01,-1.19E+02,4.55E+02,5.70E+02,5.63E+02,5.64E+02,5.85E+02,5.88E+02,5.97E+02,5.96E+02,5.98E+02,5.97E+02,5.96E+02,5.94E+02,5.91E+02,5.18E+02,5.22E+02,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.80E+00,3.44E+00,6.71E+00,9.99E+00,1.41E+01,1.90E+01,2.39E+01,2.88E+01,3.37E+01,3.87E+01,4.36E+01,4.85E+01,5.34E+01,5.83E+01,6.32E+01,6.73E+01,7.06E+01,7.39E+01,7.55E+01,-1.25E+00,-7.23E-01,-4.71E-01,-2.87E-01,-2.48E+00,-2.71E+00,-2.50E+00,-2.48E+00,-2.74E+00,-2.81E+00,-3.12E+00,-3.33E+00,-3.14E+00,-3.22E+00,-3.29E+00,-3.34E+00,-3.21E+00,-2.12E+00,-2.14E+00,-2.25E-01,-2.49E-01,-3.16E-01,-2.86E-01,1.00E+00,9.61E-01,7.33E-01,6.07E-01,5.58E-01,4.94E-01,4.65E-01,4.30E-01,3.81E-01,3.53E-01,3.28E-01,3.09E-01,2.88E-01,2.08E-01,2.06E-01,6.65E+01,5.77E+01,4.28E+01,3.17E+01,1.32E+01,8.58E+00,6.77E+00,5.33E+00,4.16E+00,3.86E+00,3.52E+00,3.58E+00,4.15E+00,4.27E+00,4.50E+00,4.76E+00,5.11E+00,5.97E+00,5.82E+00,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.15E+01,1.02E+01,9.01E+00,7.80E+00,6.54E+00,5.36E+00,4.19E+00,3.13E+00,2.32E+00,1.53E+00,8.63E-01,3.70E-01,1.06E-01,1.06E-01,7.98E+01,7.10E+01,5.61E+01,4.50E+01,2.65E+01,2.01E+01,1.69E+01,1.43E+01,1.20E+01,1.04E+01,8.88E+00,7.77E+00,7.28E+00,6.59E+00,6.02E+00,5.63E+00,5.48E+00,6.07E+00,5.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E+00,1.33E+00,1.10E+00,9.86E-01,9.72E-01,9.35E-01,9.50E-01,9.56E-01,9.15E-01,9.29E-01,9.54E-01,9.84E-01,1.02E+00,1.10E+00,1.09E+00,5.00E-01,5.00E-01,5.00E-01,3.50E-01,1.19E-01,1.27E-02,1.14E-02,9.83E-03,7.40E-03,7.24E-03,6.62E-03,6.68E-03,5.46E-03,5.51E-03,5.60E-03,5.71E-03,6.15E-03,9.00E-03,8.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.80E-02,-1.13E-01,-1.12E-01,-1.26E-01,-1.45E-01,-1.45E-01,-1.41E-01,-1.41E-01,-1.21E-01,-1.21E-01,-1.22E-01,-1.23E-01,-1.24E-01,-1.23E-01,-1.24E-01,4.59E-01,4.23E-01,3.40E-01,1.84E-01,1.51E+00,1.31E+00,1.10E+00,9.83E-01,9.70E-01,9.33E-01,9.49E-01,9.55E-01,9.13E-01,9.27E-01,9.52E-01,9.81E-01,1.02E+00,1.10E+00,1.08E+00,-1.99E-01,-2.67E-01,-3.67E-01,-2.98E-01,2.32E-01,1.85E-01,1.19E-01,8.18E-02,6.32E-02,5.57E-02,5.18E-02,5.31E-02,6.08E-02,6.37E-02,6.93E-02,7.60E-02,8.47E-02,1.05E-01,1.02E-01
0.1,6.21E+05,0.00E+00,1.20E+02,-1.20E+02,8.43E+01,9.87E+01,1.29E+02,1.19E+02,1.12E+03,1.61E+03,1.92E+03,2.30E+03,2.87E+03,3.35E+03,4.00E+03,4.61E+03,4.92E+03,5.45E+03,5.98E+03,6.41E+03,6.58E+03,5.28E+03,5.45E+03,-1.52E+01,-3.39E+01,-8.66E+01,-1.19E+02,4.55E+02,5.70E+02,5.63E+02,5.64E+02,5.85E+02,5.88E+02,5.97E+02,5.96E+02,5.98E+02,5.97E+02,5.96E+02,5.94E+02,5.91E+02,5.18E+02,5.22E+02,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.80E+00,3.44E+00,6.71E+00,9.99E+00,1.41E+01,1.90E+01,2.39E+01,2.88E+01,3.37E+01,3.87E+01,4.36E+01,4.85E+01,5.34E+01,5.83E+01,6.32E+01,6.73E+01,7.06E+01,7.39E+01,7.55E+01,-1.25E+00,-7.23E-01,-4.71E-01,-2.87E-01,-2.48E+00,-2.71E+00,-2.50E+00,-2.48E+00,-2.74E+00,-2.81E+00,-3.12E+00,-3.33E+00,-3.14E+00,-3.22E+00,-3.29E+00,-3.34E+00,-3.21E+00,-2.12E+00,-2.14E+00,-2.25E-01,-2.49E-01,-3.16E-01,-2.86E-01,1.00E+00,9.61E-01,7.33E-01,6.07E-01,5.58E-01,4.94E-01,4.65E-01,4.30E-01,3.81E-01,3.53E-01,3.28E-01,3.09E-01,2.88E-01,2.08E-01,2.06E-01,6.65E+01,5.77E+01,4.28E+01,3.17E+01,1.32E+01,8.58E+00,6.77E+00,5.33E+00,4.16E+00,3.86E+00,3.52E+00,3.58E+00,4.15E+00,4.27E+00,4.50E+00,4.76E+00,5.11E+00,5.97E+00,5.82E+00,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.15E+01,1.02E+01,9.01E+00,7.80E+00,6.54E+00,5.36E+00,4.19E+00,3.13E+00,2.32E+00,1.53E+00,8.63E-01,3.70E-01,1.06E-01,1.06E-01,7.98E+01,7.10E+01,5.61E+01,4.50E+01,2.65E+01,2.01E+01,1.69E+01,1.43E+01,1.20E+01,1.04E+01,8.88E+00,7.77E+00,7.28E+00,6.59E+00,6.02E+00,5.63E+00,5.48E+00,6.07E+00,5.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E+00,1.33E+00,1.10E+00,9.86E-01,9.72E-01,9.35E-01,9.50E-01,9.56E-01,9.15E-01,9.29E-01,9.54E-01,9.84E-01,1.02E+00,1.10E+00,1.09E+00,5.00E-01,5.00E-01,5.00E-01,3.50E-01,1.19E-01,1.27E-02,1.14E-02,9.83E-03,7.40E-03,7.24E-03,6.62E-03,6.68E-03,5.46E-03,5.51E-03,5.60E-03,5.71E-03,6.15E-03,9.00E-03,8.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.80E-02,-1.13E-01,-1.12E-01,-1.26E-01,-1.45E-01,-1.45E-01,-1.41E-01,-1.41E-01,-1.21E-01,-1.21E-01,-1.22E-01,-1.23E-01,-1.24E-01,-1.23E-01,-1.24E-01,4.59E-01,4.23E-01,3.40E-01,1.84E-01,1.51E+00,1.31E+00,1.10E+00,9.83E-01,9.70E-01,9.33E-01,9.49E-01,9.55E-01,9.13E-01,9.27E-01,9.52E-01,9.81E-01,1.02E+00,1.10E+00,1.08E+00,-1.99E-01,-2.67E-01,-3.67E-01,-2.98E-01,2.32E-01,1.85E-01,1.19E-01,8.18E-02,6.32E-02,5.57E-02,5.18E-02,5.31E-02,6.08E-02,6.37E-02,6.93E-02,7.60E-02,8.47E-02,1.05E-01,1.02E-01
0.2,6.21E+05,0.00E+00,1.20E+02,-1.20E+02,8.43E+01,9.87E+01,1.29E+02,1.19E+02,1.12E+03,1.61E+03,1.92E+03,2.30E+03,2.87E+03,3.35E+03,4.00E+03,4.61E+03,4.92E+03,5.45E+03,5.98E+03,6.41E+03,6.58E+03,5.28E+03,5.45E+03,-1.52E+01,-3.39E+01,-8.66E+01,-1.19E+02,4.55E+02,5.70E+02,5.63E+02,5.64E+02,5.85E+02,5.88E+02,5.97E+02,5.96E+02,5.98E+02,5.97E+02,5.96E+02,5.94E+02,5.91E+02,5.18E+02,5.22E+02,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.80E+00,3.44E+00,6.71E+00,9.99E+00,1.41E+01,1.90E+01,2.39E+01,2.88E+01,3.37E+01,3.87E+01,4.36E+01,4.85E+01,5.34E+01,5.83E+01,6.32E+01,6.73E+01,7.06E+01,7.39E+01,7.55E+01,-1.25E+00,-7.23E-01,-4.71E-01,-2.87E-01,-2.48E+00,-2.71E+00,-2.50E+00,-2.48E+00,-2.74E+00,-2.81E+00,-3.12E+00,-3.33E+00,-3.14E+00,-3.22E+00,-3.29E+00,-3.34E+00,-3.21E+00,-2.12E+00,-2.14E+00,-2.25E-01,-2.49E-01,-3.16E-01,-2.86E-01,1.00E+00,9.61E-01,7.33E-01,6.07E-01,5.58E-01,4.94E-01,4.65E-01,4.30E-01,3.81E-01,3.53E-01,3.28E-01,3.09E-01,2.88E-01,2.08E-01,2.06E-01,6.65E+01,5.77E+01,4.28E+01,3.17E+01,1.32E+01,8.58E+00,6.77E+00,5.33E+00,4.16E+00,3.86E+00,3.52E+00,3.58E+00,4.15E+00,4.27E+00,4.50E+00,4.76E+00,5.11E+00,5.97E+00,5.82E+00,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.15E+01,1.02E+01,9.01E+00,7.80E+00,6.54E+00,5.36E+00,4.19E+00,3.13E+00,2.32E+00,1.53E+00,8.63E-01,3.70E-01,1.06E-01,1.06E-01,7.98E+01,7.10E+01,5.61E+01,4.50E+01,2.65E+01,2.01E+01,1.69E+01,1.43E+01,1.20E+01,1.04E+01,8.88E+00,7.77E+00,7.28E+00,6.59E+00,6.02E+00,5.63E+00,5.48E+00,6.07E+00,5.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E+00,1.33E+00,1.10E+00,9.86E-01,9.72E-01,9.35E-01,9.50E-01,9.56E-01,9.15E-01,9.29E-01,9.54E-01,9.84E-01,1.02E+00,1.10E+00,1.09E+00,5.00E-01,5.00E-01,5.00E-01,3.50E-01,1.19E-01,1.27E-02,1.14E-02,9.83E-03,7.40E-03,7.24E-03,6.62E-03,6.68E-03,5.46E-03,5.51E-03,5.60E-03,5.71E-03,6.15E-03,9.00E-03,8.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.80E-02,-1.13E-01,-1.12E-01,-1.26E-01,-1.45E-01,-1.45E-01,-1.41E-01,-1.41E-01,-1.21E-01,-1.21E-01,-1.22E-01,-1.23E-01,-1.24E-01,-1.23E-01,-1.24E-01,4.59E-01,4.23E-01,3.40E-01,1.84E-01,1.51E+00,1.31E+00,1.10E+00,9.83E-01,9.70E-01,9.33E-01,9.49E-01,9.55E-01,9.13E-01,9.27E-01,9.52E-01,9.81E-01,1.02E+00,1.10E+00,1.08E+00,-1.99E-01,-2.67E-01,-3.67E-01,-2.98E-01,2.32E-01,1.85E-01,1.19E-01,8.18E-02,6.32E-02,5.57E-02,5.18E-02,5.31E-02,6.08E-02,6.37E-02,6.93E-02,7.60E-02,8.47E-02,1.05E-01,1.02E-01
0.3,6.21E+05,0.00E+00,1.20E+02,-1.20E+02,8.43E+01,9.87E+01,1.29E+02,1.19E+02,1.12E+03,1.61E+03,1.92E+03,2.30E+03,2.87E+03,3.35E+03,4.00E+03,4.61E+03,4.92E+03,5.45E+03,5.98E+03,6.41E+03,6.58E+03,5.28E+03,5.45E+03,-1.52E+01,-3.39E+01,-8.66E+01,-1.19E+02,4.55E+02,5.70E+02,5.63E+02,5.64E+02,5.85E+02,5.88E+02,5.97E+02,5.96E+02,5.98E+02,5.97E+02,5.96E+02,5.94E+02,5.91E+02,5.18E+02,5.22E+02,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.80E+00,3.44E+00,6.71E+00,9.99E+00,1.41E+01,1.90E+01,2.39E+01,2.88E+01,3.37E+01,3.87E+01,4.36E+01,4.85E+01,5.34E+01,5.83E+01,6.32E+01,6.73E+01,7.06E+01,7.39E+01,7.55E+01,-1.25E+00,-7.23E-01,-4.71E-01,-2.87E-01,-2.48E+00,-2.71E+00,-2.50E+00,-2.48E+00,-2.74E+00,-2.81E+00,-3.12E+00,-3.33E+00,-3.14E+00,-3.22E+00,-3.29E+00,-3.34E+00,-3.21E+00,-2.12E+00,-2.14E+00,-2.25E-01,-2.49E-01,-3.16E-01,-2.86E-01,1.00E+00,9.61E-01,7.33E-01,6.07E-01,5.58E-01,4.94E-01,4.65E-01,4.30E-01,3.81E-01,3.53E-01,3.28E-01,3.09E-01,2.88E-01,2.08E-01,2.06E-01,6.65E+01,5.77E+01,4.28E+01,3.17E+01,1.32E+01,8.58E+00,6.77E+00,5.33E+00,4.16E+00,3.86E+00,3.52E+00,3.58E+00,4.15E+00,4.27E+00,4.50E+00,4.76E+00,5.11E+00,5.97E+00,5.82E+00,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.15E+01,1.02E+01,9.01E+00,7.80E+00,6.54E+00,5.36E+00,4.19E+00,3.13E+00,2.32E+00,1.53E+00,8.63E-01,3.70E-01,1.06E-01,1.06E-01,7.98E+01,7.10E+01,5.61E+01,4.50E+01,2.65E+01,2.01E+01,1.69E+01,1.43E+01,1.20E+01,1.04E+01,8.88E+00,7.77E+00,7.28E+00,6.59E+00,6.02E+00,5.63E+00,5.48E+00,6.07E+00,5.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E+00,1.33E+00,1.10E+00,9.86E-01,9.72E-01,9.35E-01,9.50E-01,9.56E-01,9.15E-01,9.29E-01,9.54E-01,9.84E-01,1.02E+00,1.10E+00,1.09E+00,5.00E-01,5.00E-01,5.00E-01,3.50E-01,1.19E-01,1.27E-02,1.14E-02,9.83E-03,7.40E-03,7.24E-03,6.62E-03,6.68E-03,5.46E-03,5.51E-03,5.60E-03,5.71E-03,6.15E-03,9.00E-03,8.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.80E-02,-1.13E-01,-1.12E-01,-1.26E-01,-1.45E-01,-1.45E-01,-1.41E-01,-1.41E-01,-1.21E-01,-1.21E-01,-1.22E-01,-1.23E-01,-1.24E-01,-1.23E-01,-1.24E-01,4.59E-01,4.23E-01,3.40E-01,1.84E-01,1.51E+00,1.31E+00,1.10E+00,9.83E-01,9.70E-01,9.33E-01,9.49E-01,9.55E-01,9.13E-01,9.27E-01,9.52E-01,9.81E-01,1.02E+00,1.10E+00,1.08E+00,-1.99E-01,-2.67E-01,-3.67E-01,-2.98E-01,2.32E-01,1.85E-01,1.19E-01,8.18E-02,6.32E-02,5.57E-02,5.18E-02,5.31E-02,6.08E-02,6.37E-02,6.93E-02,7.60E-02,8.47E-02,1.05E-01,1.02E-01
0.4,6.21E+05,0.00E+00,1.20E+02,-1.20E+02,8.43E+01,9.87E+01,1.29E+02,1.19E+02,1.12E+03,1.61E+03,1.92E+03,2.30E+03,2.87E+03,3.35E+03,4.00E+03,4.61E+03,4.92E+03,5.45E+03,5.98E+03,6.41E+03,6.58E+03,5.28E+03,5.45E+03,-1.52E+01,-3.39E+01,-8.66E+01,-1.19E+02,4.55E+02,5.70E+02,5.63E+02,5.64E+02,5.85E+02,5.88E+02,5.97E+02,5.96E+02,5.98E+02,5.97E+02,5.96E+02,5.94E+02,5.91E+02,5.18E+02,5.22E+02,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.00E+01,1.80E+00,3.44E+00,6.71E+00,9.99E+00,1.41E+01,1.90E+01,2.39E+01,2.88E+01,3.37E+01,3.87E+01,4.36E+01,4.85E+01,5.34E+01,5.83E+01,6.32E+01,6.73E+01,7.06E+01,7.39E+01,7.55E+01,-1.25E+00,-7.23E-01,-4.71E-01,-2.87E-01,-2.48E+00,-2.71E+00,-2.50E+00,-2.48E+00,-2.74E+00,-2.81E+00,-3.12E+00,-3.33E+00,-3.14E+00,-3.22E+00,-3.29E+00,-3.34E+00,-3.21E+00,-2.12E+00,-2.14E+00,-2.25E-01,-2.49E-01,-3.16E-01,-2.86E-01,1.00E+00,9.61E-01,7.33E-01,6.07E-01,5.58E-01,4.94E-01,4.65E-01,4.30E-01,3.81E-01,3.53E-01,3.28E-01,3.09E-01,2.88E-01,2.08E-01,2.06E-01,6.65E+01,5.77E+01,4.28E+01,3.17E+01,1.32E+01,8.58E+00,6.77E+00,5.33E+00,4.16E+00,3.86E+00,3.52E+00,3.58E+00,4.15E+00,4.27E+00,4.50E+00,4.76E+00,5.11E+00,5.97E+00,5.82E+00,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.33E+01,1.15E+01,1.02E+01,9.01E+00,7.80E+00,6.54E+00,5.36E+00,4.19E+00,3.13E+00,2.32E+00,1.53E+00,8.63E-01,3.70E-01,1.06E-01,1.06E-01,7.98E+01,7.10E+01,5.61E+01,4.50E+01,2.65E+01,2.01E+01,1.69E+01,1.43E+01,1.20E+01,1.04E+01,8.88E+00,7.77E+00,7.28E+00,6.59E+00,6.02E+00,5.63E+00,5.48E+00,6.07E+00,5.93E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.52E+00,1.33E+00,1.10E+00,9.86E-01,9.72E-01,9.35E-01,9.50E-01,9.56E-01,9.15E-01,9.29E-01,9.54E-01,9.84E-01,1.02E+00,1.10E+00,1.09E+00,5.00E-01,5.00E-01,5.00E-01,3.50E-01,1.19E-01,1.27E-02,1.14E-02,9.83E-03,7.40E-03,7.24E-03,6.62E-03,6.68E-03,5.46E-03,5.51E-03,5.60E-03,5.71E-03,6.15E-03,9.00E-03,8.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,-8.80E-02,-1.13E-01,-1.12E-01,-1.26E-01,-1.45E-01,-1.45E-01,-1.41E-01,-1.41E-01,-1.21E-01,-1.21E-01,-1.22E-01,-1.23E-01,-1.24E-01,-1.23E-01,-1.24E-01,4.59E-01,4.23E-01,3.40E-01,1.84E-01,1.51E+00,1.31E+00,1.10E+00,9.83E-01,9.70E-01,9.33E-01,9.49E-01,9.55E-01,9.13E-01,9.27E-01,9.52E-01,9.81E-01,1.02E+00,1.10E+00,1.08E+00,-1.99E-01,-2.67E-01,-3.67E-01,-2.98E-01,2.32E-01,1.85E-01,1.19E-01,8.18E-02,6.32E-02,5.57E-02,5.18E-02,5.31E-02,6.08E-02,6.37E-02,6.93E-02,7.60E-02,8.47E-02,1.05E-01,1.02E-01
