                        i                        t                       dt                    alpha                   alpha0                      a_s                       A1                       A2                       A5                       b1                       b2                       b5                        c                      Cd0                      Cm0                 C_nalpha                    eta_e                        M                     T_f0                      T_p                     T_V0                     T_VL                        U                 x_cp_bar                  alpha_e                  alpha_f           alpha_filt_cur              Cn_alpha_nc          Cn_alpha_q_circ            Cn_alpha_q_nc                    Cn_FS            C_nalpha_circ                   Cn_pot                 Cn_prime          Cn_prime_minus1                Cn_q_circ                  Cn_q_nc                     Cn_v              Cn_v_minus1                      C_V                  dalpha0                       Df                Df_minus1                       Dp                Dp_minus1                       ds                FirstPass                   fprime            fprime_minus1              fprimeprime                  k_alpha                 Kalpha_f             Kprime_alpha      Kprime_alpha_minus1                 Kprime_q          Kprime_q_minus1                       kq                       Kq                     Kq_f                   sigma1                   sigma3                  T_alpha                      T_f                      T_q                    tau_V                      T_V                    q_cur                  q_f_cur                       X1                X1_minus1                       X2                X2_minus1                       X3                X3_minus1                       X4                X4_minus1                    Cc_FS                   Cc_pot                     Df_c              Df_c_minus1                 fprime_c          fprime_c_minus1            fprimeprime_c          Gonzalez_factor                  sigma1c                     T_fc              Cm_alpha_nc                Cm_common                    Cm_FS                     Cm_v                Cm_q_circ                  Cm_q_nc                     Df_m              Df_m_minus1                 fprime_m          fprime_m_minus1            fprimeprime_m            Kprimeprime_q     Kprimeprime_q_minus1                K3prime_q         K3prime_q_minus1                  sigma1m                     T_fm                       Cn                       Cc                       Cl                       Cd                       Cm
     0.23822073893522E-43     0.22000000000000E+01     0.10000000000000E+00     0.87834450436522E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230764125916E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71123059821820E+02     0.20000000000000E+00     0.16526353638012E+00     0.87905476474770E-01     0.87839781056664E-01    -0.16317706292125E-03     0.10152380403492E+01    -0.16375991371471E-03     0.10100010573658E+01     0.61431460477407E+01     0.10150742804354E+01     0.10152069102210E+01     0.10161796001652E+01    -0.14147613318210E-03    -0.58285079346721E-06     0.00000000000000E+00     0.00000000000000E+00     0.49317469364640E-02     0.16519277350505E+00     0.18526220754113E-03     0.18967222752903E-03    -0.13262978552924E-03    -0.13842285839053E-03     0.68190853136932E+01     0.00000000000000E+00     0.99290311041963E+00     0.99268353940665E+00     0.99271784821209E+00     0.11872328612400E+01    -0.15620514867597E-02     0.98263227014726E-08     0.30460374336847E-08     0.11083797711691E-08     0.84811349088904E-09     0.11149550660395E+01     0.24326778179331E-04     0.23765948218712E-04     0.50000000000000E+00     0.10000000000000E+01     0.55445546609253E-02     0.60000000000000E+01     0.52070065696083E-02     0.00000000000000E+00     0.60000000000000E+01    -0.45732858842272E-04    -0.45814105995212E-04    -0.50656493371830E-04    -0.52262259492905E-04    -0.20106381692854E-04    -0.21150267792119E-04     0.45569096449899E-06     0.92429129289291E-08     0.29907012996684E-06     0.89508527017239E-07     0.89172875336315E-01     0.89172875336321E-01     0.14451434056767E-12     0.14030548627309E-11     0.14400000000000E+01     0.14400000000000E+01     0.14399999999999E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.40794265730311E-04     0.41205533572374E-04    -0.12391017553015E+00     0.00000000000000E+00     0.51591000198502E-06    -0.10464215992239E-06    -0.12292562790517E-04    -0.12710220500119E-04    -0.35607682093851E-01    -0.35573459008227E-01    -0.35595389531061E-01     0.46187150107500E-18     0.35339816887711E-18     0.20227707776052E-12     0.62634934709837E-13     0.10000000000000E+01     0.30000000000000E+01     0.10105712474741E+01     0.82697932615307E-01     0.10139299209310E+01     0.62697465013592E-02    -0.12391017553015E+00
     0.23822073893522E-43     0.23000000000000E+01     0.10000000000000E+00     0.87694219353328E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230444112151E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71121987775705E+02     0.20000000000000E+00     0.16511733059401E+00     0.87759893867351E-01     0.87699031334138E-01    -0.14756837176828E-03     0.10143391551722E+01    -0.14864320651031E-03     0.10092788646395E+01     0.61431416770314E+01     0.10141905119657E+01     0.10143118533412E+01     0.10152069102210E+01    -0.12883235458421E-03    -0.10748347420331E-05     0.00000000000000E+00     0.00000000000000E+00     0.47828149716703E-02     0.16505202378253E+00     0.17410171981184E-03     0.18526220754113E-03    -0.12134137543360E-03    -0.13262978552924E-03     0.68189825288307E+01     0.00000000000000E+00     0.99310547587310E+00     0.99290311041963E+00     0.99293137415329E+00     0.11872306159589E+01    -0.14126057038333E-02     0.18116354518130E-07     0.98263227014726E-08     0.13552835597287E-08     0.11083797711691E-08     0.11149550837608E+01     0.44511215945278E-04     0.43825418596689E-04     0.50000000000000E+00     0.10000000000000E+01     0.55445441751276E-02     0.60000000000000E+01     0.52070066523694E-02     0.00000000000000E+00     0.60000000000000E+01    -0.41281737247745E-04    -0.41431568356738E-04    -0.47125008270250E-04    -0.50656493371830E-04    -0.18181803214614E-04    -0.20106381692854E-04     0.10165971223043E-05     0.45569096449899E-06     0.55576030338175E-06     0.29907012996684E-06     0.88951680372344E-01     0.88951680372344E-01     0.14885455109379E-13     0.14451434056767E-12     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.36892092942069E-04     0.37165690354576E-04    -0.12392125508442E+00     0.00000000000000E+00     0.46656520150346E-06    -0.19296778899727E-06    -0.11389365080466E-04    -0.12292562790517E-04    -0.35639224282259E-01    -0.35607682093851E-01    -0.35627834917179E-01     0.56478486107010E-18     0.46187150107500E-18     0.37309028279607E-12     0.20227707776052E-12     0.10000000000000E+01     0.30000000000000E+01     0.10098481467540E+01     0.82476657756623E-01     0.10131910884310E+01     0.62846560117437E-02    -0.12392125508442E+00
     0.23822073893522E-43     0.24000000000000E+01     0.10000000000000E+00     0.87577210697849E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230170393772E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71121070819136E+02     0.20000000000000E+00     0.16499083037751E+00     0.87634298186663E-01     0.87581238023163E-01    -0.12386629013172E-03     0.10135614296262E+01    -0.12549847568408E-03     0.10086786891896E+01     0.61431379386787E+01     0.10134359311505E+01     0.10135396845000E+01     0.10143118533412E+01    -0.10934015196681E-03    -0.16321855523519E-05     0.00000000000000E+00     0.00000000000000E+00     0.46479018089644E-02     0.16493423047155E+00     0.15492042648150E-03     0.17410171981184E-03    -0.10375334950546E-03    -0.12134137543360E-03     0.68188946135317E+01     0.00000000000000E+00     0.99328030290859E+00     0.99310547587310E+00     0.99312538248211E+00     0.11872286954779E+01    -0.11856906585550E-02     0.27507055505354E-07     0.18116354518130E-07     0.15353145789065E-08     0.13552835597287E-08     0.11149550988753E+01     0.67326445718960E-04     0.66549514286671E-04     0.50000000000000E+00     0.10000000000000E+01     0.55445352061946E-02     0.60000000000000E+01     0.52070067229564E-02     0.00000000000000E+00     0.60000000000000E+01    -0.34549092675849E-04    -0.34776623653990E-04    -0.41340294125051E-04    -0.47125008270250E-04    -0.15259611831678E-04    -0.18181803214614E-04     0.16741844948366E-05     0.10165971223043E-05     0.84716939799045E-06     0.55576030338175E-06     0.88764882877584E-01     0.88764882877584E-01     0.15332960477660E-14     0.14885455109379E-13     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.30966572532931E-04     0.31065172068289E-04    -0.12393494272144E+00     0.00000000000000E+00     0.39162799056359E-06    -0.29302845520568E-06    -0.99191444666585E-05    -0.11389365080466E-04    -0.35666474873233E-01    -0.35639224282259E-01    -0.35656555728766E-01     0.63983444265277E-18     0.56478486107010E-18     0.56665050529613E-12     0.37309028279607E-12     0.10000000000000E+01     0.30000000000000E+01     0.10092472136665E+01     0.82289793695253E-01     0.10125768426809E+01     0.62996909640065E-02    -0.12393494272144E+00
     0.23822073893522E-43     0.25000000000000E+01     0.10000000000000E+00     0.87491281527971E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21229958980674E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71120362585258E+02     0.20000000000000E+00     0.16489173067430E+00     0.87536378100891E-01     0.87494255542733E-01    -0.91961953422575E-04     0.10129521703761E+01    -0.94158992993018E-04     0.10082411919015E+01     0.61431350513080E+01     0.10128580113831E+01     0.10129376718094E+01     0.10135396845000E+01    -0.82823897717737E-04    -0.21970395704437E-05     0.00000000000000E+00     0.00000000000000E+00     0.45339955839344E-02     0.16484724799112E+00     0.12702887265429E-03     0.15492042648150E-03    -0.79660426238825E-04    -0.10375334950546E-03     0.68188267099960E+01     0.00000000000000E+00     0.99341676173390E+00     0.99328030290859E+00     0.99328973286125E+00     0.11872272121362E+01    -0.88026712529566E-03     0.37023580451977E-07     0.27507055505354E-07     0.15559510206594E-08     0.15353145789065E-08     0.11149551105221E+01     0.90366448224368E-04     0.89579046347885E-04     0.50000000000000E+00     0.10000000000000E+01     0.55445282787673E-02     0.60000000000000E+01     0.52070067773489E-02     0.00000000000000E+00     0.60000000000000E+01    -0.25512447853412E-04    -0.25818726966774E-04    -0.33156154455269E-04    -0.41340294125051E-04    -0.11326528725569E-04    -0.15259611831678E-04     0.23764407012331E-05     0.16741844948366E-05     0.11434937116341E-05     0.84716939799045E-06     0.88624483512748E-01     0.88624483512748E-01     0.15794276809718E-15     0.15332960477660E-14     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.22990488355644E-04     0.22886806470863E-04    -0.12395105511957E+00     0.00000000000000E+00     0.29075370668890E-06    -0.39443559146991E-06    -0.78486068327702E-05    -0.99191444666585E-05    -0.35687745654282E-01    -0.35666474873233E-01    -0.35679897047449E-01     0.64845459691116E-18     0.63983444265277E-18     0.76285260766238E-12     0.56665050529613E-12     0.10000000000000E+01     0.30000000000000E+01     0.10088091599773E+01     0.82149345501486E-01     0.10121287297799E+01     0.63143150421153E-02    -0.12395105511957E+00
     0.23822073893522E-43     0.26000000000000E+01     0.10000000000000E+00     0.87442428130281E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21229823414257E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71119908437762E+02     0.20000000000000E+00     0.16482659568335E+00     0.87472616655819E-01     0.87444141612394E-01    -0.53666424647233E-04     0.10125517321572E+01    -0.56303596413602E-04     0.10079969132954E+01     0.61431331998293E+01     0.10124954285608E+01     0.10125456714701E+01     0.10129376718094E+01    -0.50654056952456E-04    -0.26371717663693E-05     0.00000000000000E+00     0.00000000000000E+00     0.44478612084404E-02     0.16479713406078E+00     0.91149023606972E-04     0.12702887265429E-03    -0.50242909308804E-04    -0.79660426238825E-04     0.68187831675707E+01     0.00000000000000E+00     0.99350568764491E+00     0.99341676173390E+00     0.99341453862130E+00     0.11872262609538E+01    -0.51367357972776E-03     0.44438316325586E-07     0.37023580451977E-07     0.12123556401107E-08     0.15559510206594E-08     0.11149551179781E+01     0.10813658023344E-03     0.10752304386590E-03     0.50000000000000E+00     0.10000000000000E+01     0.55445238366037E-02     0.60000000000000E+01     0.52070068121692E-02     0.00000000000000E+00     0.60000000000000E+01    -0.14698789830068E-04    -0.15066429511081E-04    -0.22855523465264E-04    -0.33156154455269E-04    -0.66060991045623E-05    -0.11326528725569E-04     0.29999332135809E-05     0.23764407012331E-05     0.13765820726692E-05     0.11434937116341E-05     0.88539982067351E-01     0.88539982067351E-01     0.16269708711349E-16     0.15794276809718E-15     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.13416606161808E-04     0.13112825373762E-04    -0.12396869821456E+00     0.00000000000000E+00     0.16966936527283E-06    -0.47345015331864E-06    -0.52576584444673E-05    -0.78486068327702E-05    -0.35701608079106E-01    -0.35687745654282E-01    -0.35696350420661E-01     0.50526857395795E-18     0.64845459691116E-18     0.91574960386810E-12     0.76285260766238E-12     0.10000000000000E+01     0.30000000000000E+01     0.10085645650381E+01     0.82064816316647E-01     0.10118779945998E+01     0.63277146055771E-02    -0.12396869821456E+00
     0.23822073893522E-43     0.27000000000000E+01     0.10000000000000E+00     0.87433552208256E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21229771545042E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71119734675892E+02     0.20000000000000E+00     0.16479951313528E+00     0.87446972154816E-01     0.87433902310738E-01    -0.12122212856385E-04     0.10123852437143E+01    -0.14983098548376E-04     0.10079600566853E+01     0.61431324914365E+01     0.10123702606157E+01     0.10123880171415E+01     0.10125456714701E+01    -0.15371396909779E-04    -0.28608856919904E-05     0.00000000000000E+00     0.00000000000000E+00     0.43948325334937E-02     0.16478689475913E+00     0.49521341415291E-04     0.91149023606972E-04    -0.17756525796046E-04    -0.50242909308804E-04     0.68187665077557E+01     0.00000000000000E+00     0.99354146140956E+00     0.99350568764491E+00     0.99349194006814E+00     0.11872258970198E+01    -0.11599056224262E-03     0.48206835914736E-07     0.44438316325586E-07     0.61619778455061E-09     0.12123556401107E-08     0.11149551208282E+01     0.11695518888108E-03     0.11664334721982E-03     0.50000000000000E+00     0.10000000000000E+01     0.55445221369777E-02     0.60000000000000E+01     0.52070068254798E-02     0.00000000000000E+00     0.60000000000000E+01    -0.30032709419598E-05    -0.34020980806629E-05    -0.11132506686323E-04    -0.22855523465264E-04    -0.14858694715069E-05    -0.66060991045623E-05     0.34239587639883E-05     0.29999332135809E-05     0.14976685166035E-05     0.13765820726692E-05     0.88516438061162E-01     0.88516438061162E-01     0.16759544910810E-17     0.16269708711349E-16     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01     0.30305532140963E-05     0.25552553112399E-05    -0.12398651162702E+00     0.00000000000000E+00     0.38312547690201E-07    -0.51361045054657E-06    -0.23318748019630E-05    -0.52576584444673E-05    -0.35707186093611E-01    -0.35701608079106E-01    -0.35704854218809E-01     0.25681221193580E-18     0.50526857395795E-18     0.99346132009339E-12     0.91574960386810E-12     0.10000000000000E+01     0.30000000000000E+01     0.10085276509549E+01     0.82041267272279E-01     0.10118392212941E+01     0.63389689262433E-02    -0.12398651162702E+00
     0.23822073893522E-43     0.28000000000000E+01     0.10000000000000E+00     0.87464249881819E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21229804758888E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71119845942274E+02     0.20000000000000E+00     0.16481152140893E+00     0.87460352590796E-01     0.87463246548379E-01     0.29235858244090E-04     0.10124590868906E+01     0.26387808538331E-04     0.10081277081004E+01     0.61431329450473E+01     0.10124854746991E+01     0.10124702896937E+01     0.10123880171415E+01     0.20137745038453E-04    -0.28480497057592E-05     0.00000000000000E+00     0.00000000000000E+00     0.43779043437357E-02     0.16481623899677E+00     0.53072129715754E-05     0.49521341415291E-04     0.15185005432857E-04    -0.17756525796046E-04     0.68187771756734E+01     0.00000000000000E+00     0.99352277424486E+00     0.99354146140956E+00     0.99351746703189E+00     0.11872261300608E+01     0.27990594083672E-03     0.47990360991066E-07     0.48206835914736E-07    -0.35390512273846E-10     0.61619778455061E-09     0.11149551190033E+01     0.11610162437337E-03     0.11611953449361E-03     0.50000000000000E+00     0.10000000000000E+01     0.55445232253136E-02     0.60000000000000E+01     0.52070068169573E-02     0.00000000000000E+00     0.60000000000000E+01     0.86068914953772E-05     0.82098573871958E-05     0.11068170749420E-05    -0.11132506686323E-04     0.36107707642257E-05    -0.14858694715069E-05     0.35844019477697E-05     0.34239587639883E-05     0.14949757084881E-05     0.14976685166035E-05     0.88553974570914E-01     0.88553974570914E-01     0.17264067340886E-18     0.16759544910810E-17     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.73089645610225E-05    -0.79127223496751E-05    -0.12400308173648E+00     0.00000000000000E+00    -0.92454699014675E-07    -0.51130308963795E-06     0.69395890520248E-06    -0.23318748019630E-05    -0.35704275485847E-01    -0.35707186093611E-01    -0.35704969444752E-01    -0.14749602612749E-19     0.25681221193580E-18     0.98897760372126E-12     0.99346132009339E-12     0.10000000000000E+01     0.30000000000000E+01     0.10086955011423E+01     0.82078821208906E-01     0.10120095152365E+01     0.63472818286771E-02    -0.12400308173648E+00
     0.23822073893522E-43     0.29000000000000E+01     0.10000000000000E+00     0.87530379408750E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21229915997522E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71120218591698E+02     0.20000000000000E+00     0.16486015608089E+00     0.87510156803038E-01     0.87528159941490E-01     0.66532885219614E-04     0.10127581066055E+01     0.63964524387664E-04     0.10084667929536E+01     0.61431344642703E+01     0.10128220711299E+01     0.10127764940546E+01     0.10124702896937E+01     0.52596643733447E-04    -0.25683608319502E-05     0.16979018291687E-04     0.00000000000000E+00     0.44078748199930E-02     0.16488115238988E+00    -0.21756863680105E-04     0.53072129715754E-05     0.45577075322930E-04     0.15185005432857E-04     0.68188129042855E+01     0.00000000000000E+00     0.99345328201791E+00     0.99352277424486E+00     0.99347503888159E+00     0.11872269105515E+01     0.63692700030399E-03     0.43278157280378E-07     0.47990360991066E-07    -0.77046148934938E-09    -0.35390512273846E-10     0.11149551128872E+01     0.10432608200978E-03     0.10471598319276E-03     0.10000000000000E+01     0.10000000000000E+01     0.55445268703217E-02     0.30000000000000E+01     0.52070067883941E-02     0.00000000000000E+00     0.60000000000000E+01     0.19039499696355E-04     0.18681462865881E-04     0.12790129184280E-04     0.11068170749420E-05     0.82061798012297E-05     0.36107707642257E-05     0.34319963198182E-05     0.35844019477697E-05     0.13527291339237E-05     0.14949757084881E-05     0.88647101320468E-01     0.88647101320468E-01     0.17783565910880E-19     0.17264067340886E-18     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.16633221304904E-04    -0.17304687946151E-04    -0.12401653648482E+00     0.00000000000000E+00    -0.21037887112266E-06    -0.46108777012473E-06     0.35474294763019E-05     0.69395890520248E-06    -0.35693445320712E-01    -0.35704275485847E-01    -0.35696992750188E-01    -0.32109778947092E-18    -0.14749602612749E-19     0.89178634882851E-12     0.98897760372126E-12     0.10000000000000E+01     0.30000000000000E+01     0.10090350141932E+01     0.82171985520504E-01     0.10123554508595E+01     0.63510776514821E-02    -0.12401653648482E+00
     0.23822073893522E-43     0.30000000000000E+01     0.10000000000000E+00     0.87626042417975E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230093017277E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71120811607878E+02     0.20000000000000E+00     0.16494060082653E+00     0.87591514131314E-01     0.87622806435256E-01     0.97800170345752E-04     0.10132526882613E+01     0.95647066379541E-04     0.10089531850799E+01     0.61431368819067E+01     0.10133483353277E+01     0.10132766818377E+01     0.10127764940546E+01     0.80159452345628E-04    -0.21531039662114E-05     0.43652721857152E-04     0.16979018291687E-04     0.44753097001817E-02     0.16497579888364E+00    -0.38644124815953E-04    -0.21756863680105E-04     0.71653490014250E-04     0.45577075322930E-04     0.68188697610621E+01     0.00000000000000E+00     0.99333985838164E+00     0.99345328201791E+00     0.99337850250645E+00     0.11872281525809E+01     0.93623182683333E-03     0.36282127438853E-07     0.43278157280378E-07    -0.11438748625485E-08    -0.77046148934938E-09     0.11149551031407E+01     0.87206708547885E-04     0.87785563029386E-04     0.10000000000000E+01     0.10000000000000E+01     0.55445326707844E-02     0.30000000000000E+01     0.52070067428767E-02     0.00000000000000E+00     0.60000000000000E+01     0.27760170551143E-04     0.27460029583774E-04     0.23139978567608E-04     0.12790129184280E-04     0.12058078546785E-04     0.82061798012297E-05     0.30487480725855E-05     0.34319963198182E-05     0.11371598389521E-05     0.13527291339237E-05     0.88787323041713E-01     0.88787323041713E-01     0.18318349701041E-20     0.17783565910880E-19     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.24450042586438E-04    -0.25145813516929E-04    -0.12402641715273E+00     0.00000000000000E+00    -0.30923511123050E-06    -0.38653581926059E-06     0.60395464013803E-05     0.35474294763019E-05    -0.35675765983916E-01    -0.35693445320712E-01    -0.35681805530317E-01    -0.47670934529363E-18    -0.32109778947092E-18     0.74751132723282E-12     0.89178634882851E-12     0.10000000000000E+01     0.30000000000000E+01     0.10095220257458E+01     0.82312261629131E-01     0.10128522578128E+01     0.63508049846301E-02    -0.12402641715273E+00
     0.23822073893522E-43     0.31000000000000E+01     0.10000000000000E+00     0.87744749590561E-01    -0.77352992448389E-01     0.33500000000000E+03     0.30000000000000E+00     0.70000000000000E+00     0.10000000000000E+01     0.14000000000000E+00     0.53000000000000E+00     0.50000000000000E+01     0.20860000000000E+01     0.65000000000000E-02    -0.88000000000000E-01     0.60031000000000E+01     0.10000000000000E+01     0.21230322366191E+00     0.30000000000000E+01     0.17000000000000E+01     0.60000000000000E+01     0.11000000000000E+02     0.71121579926738E+02     0.20000000000000E+00     0.16504690695670E+00     0.87698476209022E-01     0.87740718313222E-01     0.12233437372968E-03     0.10139062583555E+01     0.12064495222184E-03     0.10095588740713E+01     0.61431400142596E+01     0.10140269033077E+01     0.10139342815217E+01     0.10132766818377E+01     0.10207283007412E-03    -0.16894215078377E-05     0.67711694872348E-04     0.43652721857152E-04     0.45701020664686E-02     0.16509371076161E+00    -0.51788097856514E-04    -0.38644124815953E-04     0.92621786073208E-04     0.71653490014250E-04     0.68189434253824E+01     0.00000000000000E+00     0.99319089885513E+00     0.99333985838164E+00     0.99324268695299E+00     0.11872297617589E+01     0.11710895967730E-02     0.28470117911835E-07     0.36282127438853E-07    -0.12772652843751E-08    -0.11438748625485E-08     0.11149550904884E+01     0.68234505791761E-04     0.68880837550199E-04     0.10000000000000E+01     0.10000000000000E+01     0.55445401858859E-02     0.30000000000000E+01     0.52070066837884E-02     0.00000000000000E+00     0.60000000000000E+01     0.34583621130319E-04     0.34348124737735E-04     0.31723769831235E-04     0.23139978567608E-04     0.15080035076528E-04     0.12058078546785E-04     0.25351820440603E-05     0.30487480725855E-05     0.89465762740078E-06     0.11371598389521E-05     0.88964950747707E-01     0.88964950747707E-01     0.18868752077343E-21     0.18318349701041E-20     0.14400000000000E+01     0.14400000000000E+01     0.14400000000000E+01     0.20000000000000E+00     0.10000000000000E+01     0.30000000000000E+01    -0.30583593432419E-04    -0.31273684609111E-04    -0.12403276920708E+00     0.00000000000000E+00    -0.38679990932162E-06    -0.30329126736993E-06     0.80745224749762E-05     0.60395464013803E-05    -0.35652545622719E-01    -0.35675765983916E-01    -0.35660620145194E-01    -0.53228191233222E-18    -0.47670934529363E-18     0.58644074447930E-12     0.74751132723282E-12     0.10000000000000E+01     0.30000000000000E+01     0.10101284833695E+01     0.82489956906213E-01     0.10134711931383E+01     0.63471713176303E-02    -0.12403276920708E+00
